epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,8006.58,0.46154,0.39521,1.03849,0.95661,0.91408,0.95822,0.86968,0.49384,0.38317,1.02881,0.001981,0.001981,0.001981
83,8102.43,0.46688,0.38865,1.03613,0.93416,0.93247,0.95814,0.87339,0.48993,0.38122,1.02555,0.001882,0.001882,0.001882
84,8198.36,0.45445,0.38066,1.02801,0.94646,0.92605,0.96194,0.87885,0.48323,0.36775,1.02001,0.001783,0.001783,0.001783
85,8294.42,0.45093,0.38114,1.02827,0.95527,0.92538,0.96218,0.87886,0.48059,0.36419,1.01532,0.001684,0.001684,0.001684
86,8390.35,0.4487,0.38484,1.02955,0.94737,0.92376,0.96047,0.87651,0.48357,0.37132,1.01865,0.001585,0.001585,0.001585
87,8486.37,0.45307,0.38054,1.03026,0.96147,0.90897,0.96027,0.87716,0.48618,0.38973,1.01812,0.001486,0.001486,0.001486
88,8582.56,0.44782,0.37986,1.02797,0.93755,0.93089,0.96107,0.87992,0.4847,0.38881,1.01789,0.001387,0.001387,0.001387
89,8678.45,0.44943,0.37141,1.02837,0.94895,0.91859,0.96264,0.8816,0.4847,0.38716,1.01931,0.001288,0.001288,0.001288
90,8774.31,0.44155,0.37066,1.02536,0.95733,0.91026,0.96199,0.87977,0.48527,0.38023,1.02256,0.001189,0.001189,0.001189
91,8886.72,0.36465,0.21584,1.00969,0.9412,0.92325,0.96078,0.87687,0.48038,0.3809,1.01454,0.00109,0.00109,0.00109
92,8981.48,0.3455,0.20096,0.98493,0.94592,0.92323,0.96004,0.877,0.48085,0.38677,1.0152,0.000991,0.000991,0.000991
93,9076.1,0.33829,0.19564,0.9835,0.95253,0.91906,0.95867,0.87521,0.47952,0.39268,1.01085,0.000892,0.000892,0.000892
94,9170.92,0.32626,0.18876,0.96865,0.95028,0.92112,0.95727,0.87394,0.47786,0.39378,1.00817,0.000793,0.000793,0.000793
95,9265.86,0.32442,0.18582,0.97042,0.95112,0.92209,0.958,0.87389,0.4793,0.39577,1.00945,0.000694,0.000694,0.000694
96,9360.78,0.3201,0.1865,0.96934,0.94859,0.92575,0.95774,0.87335,0.4778,0.39892,1.0073,0.000595,0.000595,0.000595
97,9455.36,0.31173,0.18203,0.95989,0.96418,0.9138,0.95796,0.87718,0.47607,0.39448,1.00705,0.000496,0.000496,0.000496
98,9550.42,0.30787,0.17954,0.9588,0.95798,0.91878,0.95763,0.87675,0.47535,0.39523,1.00747,0.000397,0.000397,0.000397
99,9645.23,0.30584,0.17723,0.95492,0.95431,0.92266,0.95801,0.87741,0.47425,0.39827,1.00481,0.000298,0.000298,0.000298
100,9740.09,0.30388,0.17716,0.95415,0.95547,0.92308,0.95871,0.87794,0.47347,0.39655,1.00441,0.000199,0.000199,0.000199
