epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,5219.45,0.93612,0.67563,1.17944,0.84549,0.71923,0.76933,0.44004,1.37983,0.81602,1.51368,0.00030808,0.00030808,0.00030808
75,5296.04,0.9391,0.67341,1.18144,0.84767,0.71676,0.77043,0.43989,1.37372,0.81095,1.50743,0.000297081,0.000297081,0.000297081
76,5370.9,0.93421,0.67538,1.17835,0.85869,0.71047,0.76752,0.43877,1.37117,0.80387,1.50484,0.000286083,0.000286083,0.000286083
77,5445.72,0.92458,0.66215,1.17052,0.85068,0.71043,0.76773,0.43603,1.37874,0.81143,1.51945,0.000275084,0.000275084,0.000275084
78,5519.28,0.93404,0.66348,1.17403,0.84666,0.7199,0.76671,0.4375,1.37856,0.80151,1.51529,0.000264085,0.000264085,0.000264085
79,5594.37,0.93112,0.66314,1.17659,0.83645,0.72018,0.76577,0.43909,1.37982,0.81255,1.52271,0.000253086,0.000253086,0.000253086
80,5668.47,0.92892,0.65897,1.1708,0.8413,0.72082,0.76773,0.43681,1.38168,0.80838,1.51729,0.000242087,0.000242087,0.000242087
81,5744.43,0.92375,0.66287,1.17488,0.83576,0.7155,0.76601,0.43779,1.37865,0.81235,1.51385,0.000231088,0.000231088,0.000231088
82,5820.11,0.92469,0.65413,1.17279,0.83645,0.72303,0.76791,0.43866,1.3792,0.8135,1.51334,0.000220089,0.000220089,0.000220089
83,5896.52,0.92797,0.65512,1.17196,0.83478,0.72265,0.76826,0.44019,1.37385,0.8101,1.51199,0.00020909,0.00020909,0.00020909
84,5970.82,0.91326,0.64885,1.1631,0.83259,0.72226,0.76654,0.43904,1.37747,0.81102,1.51642,0.000198091,0.000198091,0.000198091
85,6045.59,0.91231,0.64882,1.16532,0.83924,0.71614,0.76804,0.4399,1.37007,0.80665,1.50685,0.000187092,0.000187092,0.000187092
86,6113.22,0.91057,0.6529,1.16662,0.84187,0.71857,0.76882,0.43873,1.37228,0.80967,1.5144,0.000176094,0.000176094,0.000176094
87,6187.74,0.91518,0.64723,1.1631,0.84649,0.72263,0.76764,0.43808,1.36949,0.80261,1.51564,0.000165095,0.000165095,0.000165095
88,6262.99,0.91139,0.64585,1.16317,0.83988,0.71485,0.76634,0.43661,1.37148,0.80632,1.51847,0.000154096,0.000154096,0.000154096
89,6339.63,0.91807,0.64836,1.16872,0.84875,0.71095,0.76657,0.4379,1.37192,0.80672,1.5145,0.000143097,0.000143097,0.000143097
90,6417.96,0.91176,0.64781,1.1673,0.84834,0.713,0.7674,0.43816,1.37233,0.812,1.5111,0.000132098,0.000132098,0.000132098
91,6527.2,0.86517,0.54848,1.14564,0.83411,0.71475,0.76071,0.43121,1.38202,0.8178,1.52782,0.000121099,0.000121099,0.000121099
92,6601.84,0.85364,0.53524,1.13777,0.8356,0.71242,0.76061,0.4306,1.38008,0.81796,1.52688,0.0001101,0.0001101,0.0001101
93,6675.5,0.8519,0.53065,1.13325,0.83506,0.71456,0.76217,0.43375,1.38017,0.81914,1.52516,9.91012e-05,9.91012e-05,9.91012e-05
94,6748.73,0.84546,0.52754,1.1286,0.83121,0.71724,0.76152,0.43403,1.38106,0.82375,1.52677,8.81023e-05,8.81023e-05,8.81023e-05
95,6822.22,0.84419,0.52354,1.12828,0.83125,0.71809,0.76154,0.43378,1.38071,0.82274,1.52698,7.71034e-05,7.71034e-05,7.71034e-05
96,6896.84,0.8375,0.5214,1.12837,0.83844,0.71791,0.76258,0.43311,1.38355,0.82394,1.53109,6.61045e-05,6.61045e-05,6.61045e-05
97,6969.39,0.84064,0.52388,1.12694,0.8349,0.71827,0.76227,0.4321,1.38474,0.82283,1.53255,5.51056e-05,5.51056e-05,5.51056e-05
98,7042.7,0.8351,0.52058,1.12713,0.83518,0.71602,0.762,0.43304,1.38554,0.82321,1.53286,4.41067e-05,4.41067e-05,4.41067e-05
99,7114.53,0.83024,0.5154,1.1225,0.83581,0.71532,0.76159,0.43297,1.3835,0.82195,1.5314,3.31078e-05,3.31078e-05,3.31078e-05
100,7186.97,0.83282,0.51778,1.12242,0.83555,0.71822,0.76177,0.4335,1.38315,0.82114,1.53359,2.21089e-05,2.21089e-05,2.21089e-05
